"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"1959","29.2","Viladecans","90.94","0.85","192.14","0","17.53","0","145.67","D","D"
"1960","69.96","FIGARÓ-MONTMANY","66.11","0.81","294.96","269.1","0","0","324.35","E","E"
"2012","50.79","Sant Climent de Llobregat","123","0.67","119.18","199.09","0","0","240.54","E","E"
"2004","36.14","Caldes de Montbui","164.97","1.87","91.1","0","0","116.2","137","E","D"
"2007","45.76","Sant Fost de Campsentelles","139","1.95","117.46","176.01","0","0","217.77","E","E"
"1943","81.28","Sant Cugat del Vallés","143.44","0.59","289.74","0","53.15","0","406.62","G","G"
"1959","52.27","Barcelona ","87.6","1.4","182.6","0","0","0","248.29","E","E"
"1987","60.6","Barcelona ","127.14","0.78","208.19","30.87","12.51","0","291.06","E","F"
"1970","62.77","Sant Vicenç dels Horts","108.66","0.84","225.53","0","33.9","0","311.36","E","F"
"2000","95.25","Olivella","99.77","0.84","224.85","0","0","303.06","363.21","G","G"
"1918","31.05","Tiana","109.24","2.17","109.78","24.49","0","0","147.32","D","D"
"1956","42.4","L´Hospitalet de Llobregat","118.74","1.31","151.68","0","25.5","0","211.29","E","E"
"1950","35.78","LLIÇÀ DE VALL","360","1.42","109.88","0","106.48","0","211.22","E","E"
"1880","33.42","Terrasa","120","1.92","115.74","0","30.13","0","169.6","E","E"
"1986","30.95","TORDERA","104.16","1.67","104.29","30.86","0","0","147.21","D","D"
"1980","60","Rubí","131.08","0.85","182.71","0","0","0","284.39","E","F"
"2008","63.82","Sant Pere de Ribes","144.06","1.8","130.08","246.37","5.25","0","303.44","F","F"
"1991","33.32","Barcelona ","90","1.61","89.25","0","0","106.33","126.86","D","D"
"1982","37.04","Sant Boi de Llobregat","156.54","1.1","138.88","0","88.6","0","209.9","E","E"
"1984","92.29","Lliçà de Vall","80.97","0.84","177.23","0","2","265.9","360.91","G","G"
"1950","41.57","Barcelona ","461","1.21","124.73","141.78","16.85","0","203.22","E","E"
"1980","105.56","SANT ANTONI DE VILAMAJOR","153.09","1.16","192.87","0","0","339.37","400.22","G","G"
"2007","12.66","Badalona","124","2.26","59.22","0","38.26","0","74.76","B","C"
"1915","29.87","Badalona","64.5","1.94","99.19","0","0","0","141.72","D","D"
"1972","16.01","Abrera","57","1","136.61","0","40.1","0","91.39","C","C"
"2009","41.96","Olivella","230.87","0.85","116.48","0","0","130.54","161.92","E","E"
"1989","61.48","Sant Cugat del Vallés","316","1.67","154.13","222.81","14.02","0","296.64","E","F"
"1975","98.8","Castellbell i el Vilar","100","0.93","181.56","385.51","0","0","468.53","G","G"
"1900","53.14","montgat","37.28","0.84","188.46","28.74","0","0","252.6","E","E"
"1993","92.41","LA PALMA DE CERVELLÓ","117","1.7","132.88","0","19.82","0","444.64","G","G"
"1995","43.38","Sabadell","204.95","1.67","105.48","166.09","1.12","0","206.67","E","E"
"2007","55.35","ARENYS DE MUNT","111.25","1.07","172.42","218.77","0","0","261.65","E","E"
"1984","53.84","Corbera de Llobregat","170","1.5","128.85","0","39.78","129.19","232.95","E","E"
"1936","38.82","Barcelona ","197","5.13","90.94","150.45","0","0","184.39","E","E"
"1984","29.57","El Masnou","268","2.5","102.54","30.86","49.02","0","158.78","D","E"
"1999","57.85","Sant Vicenç dels Horts","209","2.49","109.33","0","0","183.22","221.16","E","E"
"1994","45.35","Santa Eulàlia de Ronçana","88","0.83","134.85","0","0","0","216.61","E","E"
"1983","60.74","Terrasa","154.16","1.03","157.86","0","0","0","287.2","F","F"
"1930","71.99","Caldes de Montbui","124.11","1.3","144.99","0","0.92","227.77","275.32","F","F"
"1930","66.89","Monistrol de Calders","38.2","0.76","237.46","0","41.69","0","333.12","F","G"
"1800","41.72","LA GRANADA","120","1.03","145.67","0","0","0","198.1","E","E"
"2012","57.37","BIGUES I RIELLS","125","0.73","166.32","0","0","0","272.46","E","E"
"1951","45.89","Terrasa","104.51","1.24","131.49","182.09","0","0","216.71","E","E"
"1983","50.58","Cerdanyola del Valles","89","1.01","112.03","200.27","0","0","238.98","E","E"
"1955","66.08","Castelldefels","32","0.87","237.63","28.74","0","0","314.67","F","F"
"1942","28.6","L´Hospitalet de Llobregat","48.88","3.91","97.3","28.74","0","0","135.95","D","D"
"1999","67.16","Begues","107","1.2","134.15","0","0","214.06","255.87","F","E"
"2000","76.82","PINEDA DE MAR","171.5","1.46","175.71","299.77","2.34","0","364.25","G","G"
"1959","68.37","Malgrat de Mar","124","0.91","198.33","264.96","2.74","0","324.75","F","G"
"1996","47.96","Sant Climent de Llobregat","169","1.38","118.86","0","0","151.09","183.84","E","E"
"1974","60.44","Roda de Ter","78.89","1.56","140.47","236.64","0","0","286.34","E","F"
"1975","104.76","CORBERA DE LLOBRAGAT","114.14","0.83","222.61","0","1.7","333.91","399.1","G","G"
"2014","26.91","Mataró","141","1.45","115.86","81.74","19.06","0","134.5","D","D"
"1994","41.12","PALAFOLLS","99.84","1.73","126.19","163.12","0","0","194.19","E","E"
"1998","62.43","Mataró","180","1.35","141.47","246.21","0.72","0","295.26","E","F"
"2003","36.53","Manlleu","135","1.34","114.71","142.34","0","0","173.27","E","E"
"1941","90.24","Sant Llorenç Savall","120.8","1.69","304.35","0","139.84","0","482.81","F","G"
"1960","42.96","Moia","166","1.84","152.95","0","18.59","0","210.12","E","E"
"1957","76.13","SANT JUST DESVERN","85","0.79","187.66","297.75","0","0","360.8","G","G"
"2004","48.17","GURB","112.75","2.05","120.57","0","0","154","183.21","E","D"
"1981","69.81","Olivella","81","0.73","253.82","0","17.53","0","337.81","F","G"
"1900","40.75","SANT MARTI SARROCA","158","1.11","148.97","0","51.66","0","213.33","E","E"
"2002","42.54","EL BRUC","92.1","1.17","155.41","24.28","0","0","203.3","E","E"
"1982","80.68","Corbera de Llobregat","116.03","1.02","193.17","0","0","254.38","309.2","G","F"
"1936","65.9","Barcelona ","117.08","1.38","155.92","245.57","11.67","0","315.95","F","F"
"1981","173.8","Sant Salvador de Guardiola","42","0.55","349.47","0","0","558.68","658.98","G","G"
"2004","68.17","Cerdanyola del Valles","158.8","0.91","164.82","0","0","214.84","261.31","F","E"
"1950","37.91","Mataró","102.94","2.2","118.02","0","111.02","0","223.77","E","E"
"1884","77.04","Barcelona ","38.3","0.94","273.07","0","54.09","0","386.48","G","G"
"2006","76.37","Castellgalí","99","0.85","151.3","0","0","244.39","290.3","G","F"
"1978","55.86","Les Franqueses del Vallès","161.35","0.79","161.62","214.72","4.99","0","265.84","E","E"
"1954","44.01","Sant Vicenç dels Horts","60.43","0.96","157.22","0","21.57","0","216.77","E","E"
"1970","61.34","Corbera de Llobregat","52","1","224.4","0","17.53","0","298.56","E","F"
"1998","40.94","Cerdanyola del Valles","96.6","1.19","120.23","158.77","0","0","194.41","E","E"
"1870","48.19","Sitges","180","2.26","140.69","187.28","0.53","0","228.72","E","E"
"1963","51.26","Sabadell","154.35","1.44","173.9","166.22","26.63","0","253.15","E","E"
"1978","30.23","Sant Marti Sarroca","103.85","0.99","172.67","0","72.57","0","171.16","D","E"
"1900","36.37","Sabadell","180","2.2","85.47","140.67","0","0","172.84","E","E"
"2012","46.88","Sant Salvador de Guardiola","91","0.74","141.63","0","141.63","0","276.74","E","F"
"1981","66.68","ALELLA","195.2","0.97","159","260.1","0","0","316.2","F","F"
"1965","78.67","Premià de Dalt","57","0.99","194.33","307.93","0","0","372.78","G","G"
"1918","72.99","Barcelona ","34","2","221","274.83","0","0","349.1","F","G"
"1997","54.46","Rubí","172.71","1.78","186.5","158.32","44","0","274.38","E","F"
"1972","55.61","Sant Cugat del Vallés","72","0.88","197.82","0","39.08","0","279.34","E","F"
"1980","103.99","Argentona","160.4","1.03","177.04","0","1.2","330.23","396.97","G","G"
"2007","48.91","Lliçà de Vall","173.74","1.45","141.24","167.36","20.36","0","238.93","E","E"
"1963","50.73","Montornès del Valles","75.5","0.81","180.21","0","39.08","0","256.38","E","E"
"2007","24.86","Canyelles","196.9","2.04","94","95.26","2.57","0","118.39","D","D"
"2006","24.09","El Prat de Llobregat","218.34","1.97","74.67","68.8","4.73","0","116.12","D","D"
"1940","34.25","Olesa de Montserrat","154.13","1.98","123.13","0","52.87","0","183.03","D","E"
"1967","57.19","El Masnou","167","1.73","133.34","221.15","1.12","0","271.78","E","E"
"1900","67.65","LLIÇA D AMUNT","110","1.5","165.02","267.09","0","0","319.88","F","G"
"2001","46.58","SANT SALVADOR DE GUARDIOLA","148.8","1.46","133.61","184.63","0.06","0","220.02","E","E"
"1992","54.15","Manlleu","106","1.38","125.72","0","0","174.13","205.3","E","E"
"1965","34.04","Terrasa","60.31","1.64","120.55","0","17.83","0","167.7","E","E"
"1980","37.02","Tordera","86.3","2.81","110.62","141.2","0","0","176.51","E","E"
"1920","55.01","Barcelona ","33","0.89","185.68","0","65.53","0","286.27","E","F"
"2007","46.95","Sant Martí de Centelles","153","0.79","144.93","0","138.75","0","277.16","E","F"
"1996","75.5","Cànoves i Samalús","99.12","0.76","185.91","0","0","234.17","291.85","G","F"
"1985","110.47","SANTA EULALIA DE RONÇANA","88.5","0.79","221.97","0","0","352.14","420.8","G","G"
"1900","30.22","Roda de Ter","86.7","2.32","105.43","0","33.68","0","156.92","D","E"
"1990","53.95","Gavá","142.44","1.28","144.59","207.35","3.87","0","256.75","E","E"
"1957","47.72","Barcelona ","42.08","1.06","170.98","28.74","0","0","228.14","E","E"
"1984","75.13","SANT VICENÇ DE CASTELLET","89.81","1.69","149.64","0","0","239.79","286","F","F"
"1985","102.39","EL PONT DE VILOMARA","152.44","0.78","252.68","108.78","0","240.99","413.72","G","G"
"1976","46.26","Piera","81.75","0.79","165.7","0","17.83","0","225.68","E","E"
"1923","59.29","Santa Coloma de Gramanet","39.6","0.97","208.89","0","55.76","0","303.77","E","F"
"1992","116.81","SANTA EULALIA DE RONÇANA","96.37","0.77","211.4","0","32.85","336.13","468.76","G","G"
"1980","69.26","Pallejà","255","1.49","215.78","0","202.71","0","408.87","F","G"
"2005","36.89","Tordera","105","1.25","137.21","22.53","0","0","177.02","E","E"
"2007","11.38","Mataró","480","7.84","35.27","0","33.5","0","67.19","B","C"
"2007","86.91","Seva","134.4","0.66","201.75","0","0","279.44","329.46","F","E"
"2008","22.57","ESPLUGUES DE LLOBREGAT","183","1.32","77.64","78.79","8.19","0","109.76","C","D"
"1989","62.45","CASTELLBISBAL","67.11","0.79","168.78","238.7","4.24","0","297.64","E","F"
"2001","30.7","Caldes de Montbui","180","1.54","101.03","102.62","1","0","145.43","D","D"
"1976","88.23","Olivella","69","0.7","303.08","0","0","0","419.51","G","G"
"2001","85.51","Olivella","152.04","0.94","164.37","0","0","268.69","328.27","G","G"
"1993","52.53","Sant Feliú de Llobregat","179.97","1.91","162.68","201.3","5.44","0","250.16","E","E"
"1934","55.16","Sant Boi de Llobregat","69","0.99","189.91","35.13","0","0","262.11","E","E"
"1962","128.23","SANT CLIMENT DEL LLOBREGAT","103.37","0.93","222.03","0","22.66","384.08","504.64","G","G"
"1986","51.03","Sabadell","151.73","1.64","131.97","202.09","0.16","0","241.09","E","E"
"1995","40.42","Sant Andreu de Llavaneres","307.03","1.1","110.33","153.38","5.34","0","192.94","E","E"
"2010","68.57","SANT MARTI DE CENTELLES","119.68","1.19","202.75","266.21","0","0","325.53","F","G"
"1997","36.78","L'Ametlla del Vallès","109.75","1.07","120.68","0","59.55","0","196.99","E","E"
"1979","90.69","Rubí","66.25","0.69","208.64","355.43","0","0","429.56","G","G"
"1978","75.26","Sant Fruitós de Bages","385.8","1.01","219.23","295.11","1.97","0","356.47","G","G"
"1967","65.85","Sant Vicenç dels Horts","43","0.75","234.34","0","50.97","0","333.13","F","G"
"1964","79.83","Viladecavalls","49.23","0.68","230.45","0","212.58","0","460.13","G","G"
"2007","78.55","Castellnou de Bages","325.72","1.24","182.37","0","0","252.55","297.78","G","F"
"1986","39.74","Sant Cugat del Vallés","100","2.54","116.37","154.59","0","0","188.61","E","E"
"2001","59.64","CORBERA DE LLOBREGAT","65.35","0.6","180.09","0","177.39","0","352.07","E","G"
"2002","53.64","L'Ametlla del Vallès","165.83","1.1","175.73","128.14","64.48","0","278.49","E","F"
"2007","45.25","Olesa de Montserrat","152.35","1.16","139.85","146.18","22.98","0","223.59","E","E"
"1940","34.44","Tiana","82.22","1.33","102.94","131.33","0","0","164.21","D","E"
"1900","38.25","La Roca del Vallès","88.7","1.51","122.55","150.63","0","0","180.95","E","E"
"2013","32.04","manlleu","66.95","1.49","102.58","127.13","0","0","151.28","D","D"
"1900","46.7","Barcelona ","55","1.15","164.16","29.27","0","0","222.03","E","E"
"1963","53.94","GELIDA","116.57","0.81","195.22","0","17.53","0","262.53","E","E"
"1990","69.79","Gavá","160","1.04","206.48","24.28","192.36","0","404.77","F","G"
"2002","58.98","Sant Vicenç de Montalt","270.15","1.22","171.67","226.97","3.55","0","280.62","E","F"
"1987","59.93","Pallejà","92.5","1.22","175.14","194.95","30.37","0","295.79","E","F"
"1972","81.61","OLESA DE MONTSERRAT","72.15","0.69","253.21","0","239.88","0","481.75","G","G"
"1996","32.86","Sant Joan Despí","277","3.3","66.17","129.09","0.26","0","155.58","D","E"
"2007","16.77","PIERA","100.45","0.9","142.71","0","48.28","0","98.99","C","C"
"1952","40.11","Barcelona ","88","1.11","140.15","0","35.16","0","203.67","E","E"
"1968","85.1","Barberá del Vallés","64.37","0.86","172.03","0","0","245.14","332.32","G","G"
"1993","23","BERGA","181.5","2.41","70.18","0","68.8","0","135.78","D","D"
"1982","84.79","Sant Fost de Campsentelles","123","1.21","199.48","327.68","0","0","402.99","G","G"
"1990","55.42","El Masnou","109.22","1.61","125.46","218.87","0","0","262","E","E"
"1973","65.32","Sant Vicenç dels Horts","77.35","0.56","234.2","30.86","0","0","311.71","F","F"
"1961","38.17","Barcelona ","64","2.26","112.42","147.61","0","0","181.37","E","E"
"2004","62.91","Vacarisses","119.89","0.96","141.8","249.65","0","0","297.08","F","F"
"1999","54.69","Igualada","150.6","1.02","129.83","0","0","0","258.58","E","F"
"1990","58.64","Barcelona ","140","1.37","171.57","223.78","3.71","0","279.57","E","F"
"1986","26.25","Viladecavalls","124","2.56","88.24","64.57","30.14","0","135.73","D","D"
"1900","41.37","La Roca del Vallès","218.61","1.09","131.55","0","0","0","195.59","E","E"
"1991","33.11","Sitges","154.34","2.36","76.24","127.74","0","0","156.53","D","E"
"2007","41.19","Tordera","45.12","0.77","197.18","0","57.69","0","212.61","E","E"
"1962","72.09","Sabadell","77.28","0.95","195.02","280.78","0.99","0","342.02","F","G"
"1969","41.62","Barcelona ","275.51","1.2","128.77","158.52","0","0","198.5","E","E"
"1990","37.89","Sant Pol de Mar","125.01","0.97","158.93","0","59.88","0","202.58","E","E"
"2001","69.7","CASTELLET I LA GORNAL","109","1.25","163.05","270.32","0","0","330.98","F","G"
"1989","39.03","Terrasa","151.45","0.8","108.56","0","0","125.5","147.97","E","E"
"1960","27.73","Gualba de d'Alt","180","2.48","91.38","30.86","0","0","131.45","D","D"
"1975","75.71","Castellterçol","132","0.82","180.35","0","0","239.48","289.62","G","F"
"1987","57.35","Corbera de Llobregat","60.86","0.73","162.91","0","152.23","0","330.36","E","G"
"2010","72.63","PALAFOLLS","135","0.86","262.28","0","28.46","0","355.61","F","G"
"1988","42.83","Les Franqueses del Vallés","102.99","2.11","129.61","0","129.18","0","252.83","E","E"
"1984","134.18","TORDERA","87.63","0.67","261.13","30.87","0","399.47","520.51","G","G"
"1974","76.88","Piera","49.71","0.72","218.07","0","11.52","234.81","299.57","G","F"
"1980","51.25","SANT SALVADOR DE GUARDIOLA","45.85","0.79","147.47","24.7","136.03","0","295.19","E","F"
"2005","65.22","BIGUES I RIELLS","128.08","0.72","157.99","0","0","204.03","250.98","F","E"
"1958","62.92","Barcelona ","65","1.19","229.54","0","41.4","0","317.5","F","F"
"1982","86.58","Olesa de Montserrat","46.42","0.8","198.22","0","0","278.39","328.22","G","G"
"1983","49.43","Vacarisses","81","0.84","149.35","0","149.35","0","291.82","E","F"
"1994","86.5","Olivella","179.48","1.09","205.55","0","0","256.99","334.57","G","G"
"2008","46.93","Vallirana","132.3","1.12","113.21","0","0","146.46","180.83","E","E"
"1936","61.38","Barcelona ","102.09","1.46","127.71","237.33","1.98","0","291.73","E","F"
"1972","84.33","CALDERS","99.05","0.88","300.29","0","38.73","0","413.6","F","F"
"1956","70.82","Vic","160","1.15","203.74","279.95","0","0","334.72","E","E"
"1990","40.75","Teià","181.42","1.08","123.17","153.69","0","0","194.82","E","E"
"1988","55.65","Gavá","181.93","1.73","138.48","0","0","171.51","215.85","E","E"
"2006","53.54","Castellar Vallés","140.25","1.54","138.72","211.97","0.38","0","252.98","E","E"
"1995","36.87","Cardedeu","182","1.67","111.21","127.96","0","0","163.29","E","E"
"1910","29","L´Hospitalet de Llobregat","96.79","1.15","105.44","104.42","1.9","0","140.12","D","D"
"1840","20.15","Badalona","145","5.18","61.38","45.43","0","0","96.08","C","C"
"2001","51.41","SANT ANDREU DE LLAVANERES","262.01","1.24","164.73","199.59","3.35","0","244.06","E","E"
"1970","113","Matadepera","94.3","0.84","274.19","447.68","0","0","533.82","G","G"
"1991","73.96","SITGES","401.11","1.48","184.07","259.02","26.25","0","359.52","F","G"
"2000","47.54","Badalona","123.11","1.75","131.54","186.76","0","0","225.04","E","E"
"1957","44.35","Gavá","63.8","1.24","160.56","0","17.53","0","217.43","E","E"
"1999","39.84","ARGENTONA","138","1.32","122.36","157.27","0","0","188.39","E","E"
"1979","71.28","Sant Fruitós de Bages","163","1.11","207.75","267.83","8.22","0","341.09","F","G"
"1915","64.29","Ripollet","176.4","1.81","121.62","0","0","205.08","244.81","F","E"
"1989","43.78","Cardedeu","100.91","1.58","135.22","167.16","5","0","208.69","E","E"
"2002","30.81","SANT VICENÇ DE CASTELLET","181","1.71","96.89","119.88","0","0","146.19","D","D"
"1994","33.97","Castelldefels","228","1.46","97.03","132.51","0","0","161.09","D","E"
"2014","19.13","Sitges","84.74","1.86","79.37","70.97","0","0","91.78","C","C"
"1972","62.28","Piera","60.08","0.76","220.48","0","0","0","294.13","F","F"
"1987","65.98","BABRERA D'IGUALADA","38.7","0.68","232.96","0","0","0","314.33","F","F"
"1997","43.1","Sitges","112.3","1.21","124.24","168.13","1.52","0","204.4","E","E"
"1700","11.85","Argençola","133.97","2.05","54.03","44.87","0","0","55.02","B","B"
"1991","55.71","Sitges","102","1.18","163.59","217.99","0","0","263.97","E","E"
"1992","77.82","Sant Vicenç dels Horts","106.54","0.93","176.14","0","22.62","223.55","312.52","G","F"
