"year","emissions","municipality","surface","compactness","demand","gas_consume","electricity_consume","diesel_consume","eco_consume","co2","energy"
"1991","33.16","ESPLUGUES DE LLOBREGAT","294","2.07","99.18","0","100.17","0","195.74","D","E"
"1972","57.68","ALELLA","86.58","1.05","212.23","0","17.53","0","281.87","E","F"
"1971","96.63","Vic","91.65","3.47","314.03","383.18","0","0","456.4","G","G"
"1930","48.92","Barcelona ","114","1.97","144.97","57.86","0","0","232.03","E","E"
"2001","46.4","Sant Cugat del Vallés","173.89","1.22","131.92","162.3","14.22","0","225.6","E","E"
"1983","36.76","Sabadell","140.04","1.82","107.49","143.13","0","0","174.38","E","E"
"1988","28.44","Santa Susanas","189","2.56","76.67","110.18","0","0","135.09","D","D"
"2007","43.11","Sant Vicenç dels Horts","102.6","3.15","108.26","166.79","0","0","204.85","E","E"
"1972","54.68","Barcelona ","98.35","1.96","130.25","210.94","0","0","260.03","E","E"
"2009","24.49","VILOBI DEL PENEDES","194.65","0.94","131.13","0","70.22","0","144.56","D","D"
"1972","38.8","Terrasa","106.6","1.94","93.64","153.77","0","0","183.27","E","E"
"1910","62.22","Sant Esteve Sesrovires","70.73","1.07","181.36","243.02","0","0","294.96","E","F"
"1998","13.16","Sant Vicenç dels Horts","137","2.26","57.47","52.24","0","0","62.16","B","B"
"1907","30.56","Barcelona ","61.7","1.09","106.54","0","0","0","146.38","D","D"
"2008","73.03","Tordera","113.82","0.9","171.75","0","0","232.89","278.1","F","F"
"2011","14.32","Barcelona ","106","7.02","83.53","55.22","1.22","0","68.1","B","C"
"2008","33.91","Terrasa","114.7","1.4","97.14","134.54","0","0","160.11","E","E"
"1998","80.18","CORBERA DE LLOBREGAT","233.65","0.87","190.05","0","0","257.08","304.42","G","F"
"1970","26.11","Sant Pere de Ribes","90","2.12","99.52","103.31","0","0","123.4","D","D"
"1980","103.88","Sant Pere de Vilamajor","125.74","0.83","200.24","0","0","326.01","399.09","G","G"
"1979","55.15","CANYELLES","104","0.84","136.93","0","31.94","141.61","232.52","E","E"
"1910","40.03","Barcelona ","40.32","2.02","142.65","0","28.79","0","201.53","E","E"
"1988","78.61","Rubí","111.53","0.73","160.01","0","0","248.18","301.02","G","F"
"1994","39.02","Molins de Rei","173.58","1.17","150.88","0","117.27","0","230.33","E","E"
"1950","44.3","El Prat de Llobregat","58","0.97","158.03","0","26.01","0","220.22","E","E"
"1990","28.45","Alella","128.29","1.53","70.91","110.65","0","0","135","D","D"
"1967","71.02","Sant Andreu de la Barca","66.61","0.76","211.04","30.38","189.63","0","410.22","F","G"
"1988","91.11","Bigues i Riells","86","0.78","218.14","0","0","270.63","352.8","G","G"
"2004","33.53","Martorell","50.8","3.73","114.71","0","0","0","159.09","D","E"
"1993","74.73","Sant Cugat del Vallés","106.81","0.77","220.7","288.32","0","0","355.35","F","G"
"1997","90.14","Tordera","174","1.17","215.22","0","0","285.65","344.44","G","G"
"1920","34.42","Mataró","172.25","1.92","122.49","24.28","0.56","0","163.6","D","E"
"2004","52.63","Sant Cugat del Vallés","189","1.27","125.4","0","0","166.43","201.34","E","E"
"1978","68.24","Sant Fost de Campsentelles","120","0.93","168.78","266.83","0","0","323.4","F","G"
"2005","42.28","Barcelona ","220.8","1.82","119.52","0","0","132.64","162.46","E","E"
"1998","66.64","Dosrius","109.89","0.82","158.17","0","0","211.28","254.59","F","E"
"1978","54.13","Sant Pere de Ribes","93.95","0.8","169.71","209.62","0","0","257.15","E","E"
"1900","37.11","Martorelles","106.77","1.73","127.78","0","0","0","175.98","E","E"
"1995","18.22","La Palma de Cervelló","142.39","1.71","83.9","0","55.04","0","107.55","C","D"
"1976","44.29","Terrasa","95.68","1.34","150.58","0","0","0","209.28","E","E"
"1991","82.79","Montornés del Vallés","74","0.86","185.01","0","27.91","234.37","334.79","G","G"
"2004","21.27","Barcelona ","170.74","2.99","74.85","66.73","5.67","0","105.7","C","D"
"1986","32.53","Cerdanyola del Valles","90","1.43","95.86","125.75","0","0","154.6","D","E"
"1986","26.93","Sitges","72.635","3.51","55.4","30.87","57.8","0","149.79","D","D"
"2010","31.93","Molins de Rei","363.3","1.48","133.16","121.62","0","0","152.28","D","D"
"1988","55.35","CUBELLES","85.56","1.46","161.08","214.42","1.76","0","262.94","E","E"
"1960","30.33","CANYELLES","177","2.67","93.11","0","90.13","0","179.02","D","E"
"1975","84.32","RELLINARS","66","0.71","317.63","0","252.13","0","497.77","F","G"
"1976","53.98","Pineda de Mar","288","1.34","125.51","207.56","0","0","256.87","E","E"
"1976","47.06","Esparreguera","144","1.54","112.06","169.24","13.32","0","227.43","E","E"
"2007","36.72","Vilanova del Valles","151.5","1.99","106.89","143.61","0","0","174.03","E","E"
"1969","68.55","Sant Cugat del Vallés","40.34","0.68","229.5","267.43","0","0","325.08","F","G"
"1979","172.73","Sant Pere de Vilamajor","186.89","1.14","344.67","0","0","550.77","657.85","G","G"
"2004","54.17","SITGES","232.7","2.11","158.97","205.04","4.34","0","258.78","E","E"
"1987","25.85","sitjes","144","1.47","88.96","24.28","3.52","0","123.47","D","D"
"1910","40.71","Arenys de Munt","131","2.39","145.61","0","24.76","0","202.99","E","E"
"1900","47.9","Òdena","124.62","1.04","163.56","0","0","0","226.91","E","E"
"1970","44.07","Vilanova i la Geltrú","127.12","1.51","128.81","171.73","0","0","209.07","E","E"
"2004","62.63","Sant Esteve de Sesrovires","147.4","1.47","182.34","244.93","0","0","296.84","E","F"
"1975","54.65","SANT ANTONI VILAMAJOR","110.4","0.72","196.36","0","17.83","0","265.31","E","F"
"1978","71.54","Castelldefels","120","0.95","178.31","278.25","0","0","339.5","F","G"
"1951","17.76","Manresa","82.38","9","51.08","70.21","0","0","83.93","C","C"
"1990","23.93","Barcelona ","109","6.77","159.7","28.6","50.53","0","132.77","D","D"
"1996","82.84","Corbera de Llobregat","99","1.23","156.27","0","0","262.59","316.55","G","F"
"1986","40.47","Castelldefels","98","1.63","103.58","154.27","3.19","0","193.02","E","E"
"1976","45.43","Sant Vicenç de Montalt","221","1.39","104.38","178.19","0","0","215.15","E","E"
"2001","30.05","Sant Cugat del Vallés","222.8","3.49","88.4","35.29","63.92","0","166.88","D","E"
"1930","56.86","Sant Fost de Campsentelles","116.67","0.9","172.3","222.25","0","0","269.53","E","E"
"1980","79.06","Premia de Mar","130","1.58","156.86","0","0","251.81","301.29","G","F"
"1973","50.42","Bigues i Riells","260","1.05","148.27","24.42","0","0","239.23","E","E"
"2008","20.84","Santa Margarida de Montbui","79.92","5.69","61.95","79.1","1.34","0","99.48","C","C"
"1986","36.28","Sant Joan Despí","335","1.59","98.24","142.92","0.11","0","171.62","E","E"
"1973","82.9","Parets del Vallès","155","1.36","170.96","0","2.8","258.89","319.34","G","G"
"1979","50.4","POLINYA","219","4.32","82.39","0","0.09","161.7","191.28","E","E"
"2004","60.39","CASTELLAR DEL VALLÉS","209","1.29","141.35","234.18","0","0","286.82","E","F"
"1900","41.93","Matadepera","181.18","2.75","96.27","164.53","0","0","198.54","E","E"
"1997","58.29","Badalona","213","2.5","144.35","0","8.89","177.02","227.84","E","E"
"1999","34.42","L'Ametlla del Vallès","105","1.42","107.67","0","0","0","163.96","D","E"
"1970","83.2","Masquefa","48.58","0.74","295.68","0","45.87","0","411.56","G","G"
"2006","58.52","Sant Cugat del Vallés","109.56","1.23","124.86","228.14","0","0","277.57","E","F"
"1973","76.28","ESPARREGUERA","105","0.91","224.73","295.01","0","0","362.52","G","G"
"1988","40.69","Cubelles","139","1.85","143.48","0","29.38","0","204.14","E","E"
"1981","83.77","SANT QUIRZE DEL VALLES","140.99","0.86","224.68","328.69","0","0","396.69","G","G"
"1981","63.76","SANTA EULALIA DE RONÇANA","68.97","0.57","222.97","34.64","0","0","303.34","F","F"
"1970","86.31","Sant Vicenç dels Horts","68.6","0.76","289.06","0","147.39","0","467.51","G","G"
"1962","70.89","Castelldefels","125","1.07","198.03","276.49","2.1","0","336.18","F","G"
"2003","28.18","L'Ametlla del Vallès","164.04","1.39","110.9","109.34","0.21","0","133.83","D","D"
"1977","39.93","Barcelona ","25","7.04","134.83","0","76.57","0","220.96","E","E"
"1979","117.63","Sant Celoni","66.41","0.8","240.33","0","0","370.68","450.92","G","G"
"1975","63.24","MATADEPERA","330","1.04","143.37","0","0","203.34","239.75","E","E"
"2000","64.96","Olesa de Montserrat","184.7","0.79","202.36","250.75","1.97","0","308.84","F","F"
"2007","54.57","GELIDA","135","1.63","132.55","0","0","170.52","210.09","E","E"
"1977","62.2","Teià","61.8","1.03","184.2","239.34","0","0","295.95","E","F"
"2004","25.96","Vallbona d'Anoia","131","2.06","79.53","103.02","0","0","122.59","D","D"
"1970","44.74","Vilanova i la Geltrú","113","1.39","163.01","0","17.53","0","219.78","E","E"
"2008","14.29","Olivella","271","1.08","91.46","0","23.58","0","79.57","B","C"
"1800","42.66","Castellcir","335","1.91","154.46","0","22.5","0","211.92","E","E"
"2002","50.44","Parets del Vallès","143.41","1.42","146.51","197.64","0","0","238.92","E","E"
"2014","21.84","Martorell","147","2.47","69.29","0","62.7","0","128.96","C","D"
"1976","33.26","Sant Pere de Ribes","90","1.62","97.02","106.17","18.63","0","164.74","D","E"
"1979","65.34","Sant Martí Sarroca","188.4","0.98","134.73","0","0","200.5","254.01","F","E"
"1989","44.18","Viladecans","200.5","1.23","120.79","169.4","0","0","210.36","E","E"
"1962","49.27","Cabrils","75","0.79","173.6","30.86","0","0","234.92","E","E"
"2014","21.04","Barcelona ","79.7","1.39","65.66","76.77","0","0","101.35","C","D"
"1992","55.29","Seva","195","1.94","126.41","0","0","177.79","209.61","E","E"
"1974","69.64","Matadepera","159.45","0.92","143.65","272.57","0","0","329.96","F","G"
"1980","58.7","Vacarisses","69.57","0.76","198.59","0","0","0","277.54","F","F"
"1978","52.72","VALLIRANA","104.16","1.77","135.81","0","0","157.9","207.47","E","E"
"1960","50.3","Avinyó","80.4","0.94","117.75","0","0","161.74","190.7","E","E"
"1997","38.6","Sant Vicenç dels Horts","163.26","1.15","143.53","0","96.41","0","220","E","E"
"1992","24.88","Sitges","206.1","2.64","71.43","98.55","0","0","117.55","D","D"
"1996","35.79","Barcelona ","202","1.9","112.2","132.76","7.05","0","171.76","E","E"
"1984","32.77","MONISTROL DE MONTSERRAT","89.6","1.66","117.78","0","17.53","0","162.48","D","E"
"1989","24.72","Vilassar de Dalt","162.9","2.12","88.8","24.28","24.64","0","126.94","D","D"
"1990","40.02","La Palma de Cervello","186.64","1.73","124.28","156.96","0.46","0","189.55","E","E"
"1989","44.91","Gavá","143.47","1.21","130.51","175.92","0","0","212.76","E","E"
"2011","29.8","Sant Quirze de Besora","89.86","1.41","91.19","118.2","0","0","140.72","D","D"
"2007","49.33","SANT ESTEVE SESROVIRES","169.48","0.8","186.86","185.44","1.47","0","236","E","E"
"1908","41","L'Ametlla del Vallès","92.51","0.92","186.08","0","0","0","190.65","E","E"
"1998","48.55","Premià de Dalt","164.41","1.41","132.3","183.66","0.97","0","228.91","E","E"
"2006","25.7","Santa Susanna","188.65","2.31","78.74","101.99","0","0","121.37","D","D"
"1930","25.94","Barcelona ","53.54","1.81","121.99","24.28","59.87","0","145.88","D","D"
"2010","24.58","Els Hostalets de Pierola","76","2.38","75.89","0","72.6","0","145.08","D","D"
"1999","34.06","Barcelona ","173","1.62","109.07","129.43","3.57","0","162.53","D","E"
"1987","33.77","ALELLA","168","0.99","99.66","131.02","0","0","160.35","D","E"
"1992","42.45","Castelldefels","290","1.28","111.24","0","25.53","109.32","178.76","E","E"
"1950","41.23","Barcelona ","333.31","1.51","126.63","157.94","0.59","0","196.36","E","E"
"1965","79.82","Sant Vicenç dels Horts","47.3","0.75","269.9","29.12","71.24","0","406.66","G","G"
"1999","33.81","Igualada","186.5","1.37","104.37","134.15","0","0","159.64","E","E"
"1897","46.3","Mataró","83","1.57","145.02","180.97","0","0","219.48","E","E"
"1992","36.3","MONTMELÓ","161.56","2.41","106.62","140.79","0","0","172.39","E","E"
"2012","40.96","SANT ESTEVE SESROVIRES","255.13","1.33","143.18","160.1","0","0","194.15","E","E"
"2006","31.79","SANT VICENÇ DE MONTALT","282","1.43","96.39","118.04","1.8","0","152.54","D","D"
"2001","43.9","Barcelona ","210","1.25","132.46","165.84","0","0","209.78","E","E"
"1966","77.98","Badalona","119.45","1.03","191.37","306.58","0","0","369.09","G","G"
"1954","47.9","Terrasa","61","0.92","171.2","0","17.83","0","233.19","E","E"
"1977","24.64","SANT POL DE MAR","51","3.99","87.9","24.28","0","0","117.72","D","D"
"1960","28.61","Barberá del Vallés","85","1.54","94.53","30.86","0","0","135.57","D","D"
"1970","60.34","Vilassar de Mar","60","1.28","149.25","235.96","0","0","285.98","E","F"
"1970","40.45","Vilanova i la Geltrú","105.93","0.87","227.5","0","30.04","0","197.29","E","E"
"1981","40.63","VALLIRANA","149.4","1.34","153.35","0","0","0","196.84","E","E"
"2007","57.8","FONT-RUBÍ","109.95","0.64","142.57","0","6.26","163.92","228.11","E","E"
"1975","49.56","Sitges","259.48","1.26","167.72","192.54","0.43","0","235.27","E","E"
"1992","26.89","Castelldefels","176","5.28","61.09","104.53","1.66","0","127.64","D","D"
"1930","57.5","Sagás","320.85","1.42","205.17","0","22.96","0","280.51","E","E"
"1950","50.4","Sabadell","126.5","1.42","123.56","198.31","0","0","238.52","E","E"
"1959","38.63","Santa Coloma de Gramanet","126","1.6","131.65","0","0","0","183.9","E","E"
"1970","47.87","Barcelona ","100","1.13","182.13","24.28","126.12","0","275.34","E","F"
"1980","59.68","SANT CEBRIÀ DE VALLALTA","125.07","1.11","176.86","224.2","4.35","0","285.55","E","F"
"1979","58.09","Sant Vicenç dels Horts","74.17","1.13","202.89","0","0","0","275.3","E","F"
"2002","33.49","Gavá","170","1.94","98.58","24.28","82.7","0","190.48","D","E"
"1900","22.53","Caldes d'Estrac","154","1.94","64.58","89.35","0","0","106.39","C","D"
"1985","62.83","Castelldefels","152.16","1.24","148.96","0","0","199.34","239.94","F","E"
"1930","51.71","Sant Vicenç de Castellet","53","0.86","176.39","34.29","0","0","244.85","E","E"
"2014","43.17","Barcelona ","40.1","0.71","131.95","160.97","0","0","206.93","E","E"
"1989","41.56","Sant Pere de Ribes","126.3","2","119.44","159.23","4.33","0","197.94","E","E"
"1980","25.12","Tiana","103.36","1.5","87.9","24.25","6.59","0","122.24","D","D"
"1973","107.02","Sant Pere de Vilamajor","209","1.06","202.68","0","0","338.6","409.33","G","G"
"1920","50.91","Sant Feliú de Llobregat","78.38","1.18","180.51","30.86","0","0","243.14","E","E"
"1973","79.97","SANTA MARIA DE PALAUTORDERA","272","1.17","199.25","311.12","0","0","379.48","G","G"
"1900","19.72","Sabadell","107","5.02","57.56","26.32","39.02","0","108.55","C","D"
"1963","46.29","Cerdanyola del Valles","68","1.08","166.47","23.5","0","0","219.36","E","E"
"1986","29.93","Alella","170.16","1.93","105.53","115.77","0","0","142.24","D","D"
"1985","63.97","TORRELLES DE FOIX","52.19","0.95","224.83","0","47.56","0","321.26","F","G"
"1989","30.13","Sant Quirze del Vallès","181.05","1.51","87.48","118.16","0","0","142.73","D","D"
"2001","29.65","Sant Cugat del Vallés","225","4.42","70.65","107.1","0.47","0","140.29","D","D"
"1991","43.35","Masquefa","77","0.78","224.23","0","124.61","0","247.46","E","E"
"1991","67.42","Dosrius","169.5","1.2","152.01","0","0.49","212.51","256.67","F","E"
"1999","29.56","Cardedeu","130","1.38","89.32","0","89.32","0","174.53","D","E"
"2007","25.22","Sant Cugat del Vallés","202.63","1.52","77.56","93.45","0","0","121.07","D","D"
"1970","50.7","CASTELLAR DEL VALLES","55.96","0.99","149.86","195.47","0","0","241.14","E","E"
"1999","38.49","Masquefa","199","2.83","90.14","144.46","6.29","0","184.2","E","E"
"1940","72.32","Vic","89.25","0.87","222.69","286.97","0","0","341.5","E","F"
"1910","55.93","Barcelona ","154.9","3.86","104.39","216.75","0","0","265.68","E","E"
"1975","46.39","L´Hospitalet de Llobregat","87","2.97","114.11","177.63","0","0","220.99","E","E"
"1965","31.18","Sant Joan de Vilatorrada","109","1.64","105.43","123.75","0","0","147.26","E","E"
"1985","38.43","Mollet del Vallés","100","1.76","111.31","151.01","0","0","181.93","E","E"
"1991","138.15","Vic","91","1.33","229.66","32.32","0","416.05","532.59","G","G"
"1900","49.89","VILANOVA DEL CAMI","167","1.24","173.19","30.86","0","0","236.53","E","E"
"1988","27.65","VILASAR DE DALT","172.66","3.62","87.55","0","64.65","0","155.88","D","E"
"1988","42.83","Cardedeu","101.52","1.64","149.27","168.36","0","0","202.75","E","E"
"1800","37.94","Vilassar de Dalt","132.66","1.55","147.3","0","110.33","0","223.96","E","E"
"2000","35.94","ALELLA","258.874","1.23","107.17","137.4","0","0","171.29","E","E"
"1910","44.41","Barcelona ","55","4.4","155.11","0","42.99","0","227.48","E","E"
"2007","32.9","ST ESTEVE DE PALAUTORDERA","125.54","1.12","116.62","126.32","0","0","156.64","D","E"
"1978","66.17","Castellbisbal","167.51","1.03","209.2","255.98","0","0","314.43","F","F"
"1972","68.92","PIERA","45.7","0.99","242.76","0","68.78","0","355.04","F","G"
"1967","43.85","Rubí","87","1.15","160.19","0","17.53","0","215.78","E","E"
"1978","36.58","LLIÇA D'AMUNT","84.76","1.14","129.38","0","21.91","0","181.3","E","E"
"1960","28.22","Badalona","38.53","2.81","94.53","30.87","0","0","134.44","D","D"
"1986","76.99","GELIDA","55.54","0.72","230.3","0","205.06","0","445.3","G","G"
"1970","70.34","Santa Coloma de Cervello","135","1.06","190.97","241.28","26.21","0","343.41","F","G"
"1986","59.38","Arenys de Munt","65.5","0.76","197.26","0","0","0","281.29","E","F"
"1997","55.56","Santa Coloma de Gramanet","130.3","1.39","159.37","220.23","0","0","262.43","E","E"
"2000","32.47","VALLIRANA","91.5","1.26","117.3","0","0","0","155.21","D","E"
"2000","30.99","Les Franqueses del Vallès","218.5","1.87","88.79","122.94","0.01","0","146.33","D","D"
"1961","64.99","Sabadell","83.3","1.06","189.26","247.93","3.89","0","309.86","F","F"
"2004","36.18","Rubí","135.55","1.81","110.68","117.9","4.21","0","173.26","E","E"
"1992","52.13","Caldes de Montbui","138.16","1.01","160.35","0","154.63","0","307.73","E","F"
"1966","49.75","Mataró","152","1.31","153.54","0","147.05","0","293.68","E","F"
"2008","59.6","AIGUAFREDA (BCN)","110.63","0.81","210.05","0","0","171.45","228.55","E","E"
"1975","70.31","Vilanova i la Geltrú","67.83","1.25","175.27","271.46","1.99","0","334.29","F","G"
"1964","33.88","Granollers","54","4.61","114.18","30.86","0","0","160.66","D","E"
"1980","53.4","Masquefa","75","0.89","190.1","0","0","0","252.33","E","E"
"2007","18.34","CABRILS","237.82","1.19","114.14","64.78","6.08","0","88.97","C","C"
"1970","73.91","Tordera","52.34","0.76","232.65","285.03","0","0","351.5","F","G"
"1991","11.88","Puigcerdà","195","1.46","124.37","0","26.65","0","61.19","B","B"
"1975","48.16","Vilanova i la Geltrú","101.15","0.84","171.86","0","32.12","0","241.33","E","E"
"2010","46.84","TONA","129","1.24","133.01","185.86","0","0","221.22","E","E"
"1965","16.96","Vilanova i la Geltrú","50","7.34","59.53","0","51.25","0","100.15","C","D"
"1976","88.66","SANTA EULALIA DE RONÇANA","96.2","0.96","187.59","0","0","256.37","346.38","G","G"
"1979","52.12","LLIÇA D'AMUNT","63","0.8","184.54","0","40.96","0","263.51","E","E"
"1985","49.28","SANTA PERPETUA DE MOGODA","90","2.05","124.37","191.69","0","0","233.88","E","E"
"1965","56.45","Sant Vicenç dels Horts","36","0.6","197.01","0","0","0","268.75","E","E"
"1993","70.32","VALLROMANES","120","1.2","178.89","272.21","0","0","334.08","F","G"
"1989","45.19","Premia de Mar","177","1.19","128.4","159.32","14.02","0","219.38","E","E"
"1970","61.46","Masquefa","90","1.65","130.62","0","35.44","159.49","258.02","F","F"
"1900","37.34","Font-Rubí","190","1.07","132.72","0","25.3","0","187.05","E","E"
"1978","46.53","Sant Pere de Ribes","133.8","1.72","136.21","180.99","0","0","220.79","E","E"
"1957","93.94","Terrasa","57","0.75","276.14","0","256.76","0","544.32","G","G"
"1775","37.01","Santa Eulàlia de Ronçana","434","2.05","131.82","0","17.53","0","181.79","E","E"
"1968","45.69","Cabrera de Mar ","194.81","1.11","157.57","176.96","0","0","217.05","E","E"
"1976","100.19","Cabrera d'Anoia","100","1.02","223.03","0","0","317.52","382.85","F","F"
"1991","66.72","Castelldefels","280.14","1.11","166.15","260.54","0","0","316.33","F","F"
"1963","44.78","Sabadell","46.31","0.98","161.14","0","0","0","214.84","E","E"
"1960","34.61","Carme","110.75","0.87","119.72","0","31.84","0","175.89","E","E"
"1980","52.74","SANT QUIRZE DEL VALLES ","136.6","1.68","155.07","204.32","0","0","250.52","E","E"
"1941","43.93","L'Ametlla del Vallès","276.25","2.02","137.63","170.23","0","0","208.64","E","E"
"2001","54.47","Sant Cugat del Vallés","153","1.22","171.97","211.08","0","0","258.76","E","E"
"1920","52.66","Sant Feliú de Llobregat","103.92","1.74","151.61","203.46","3.71","0","250.3","E","E"
"1993","57.38","Sant Cugat del Vallés","270","1.73","117.81","218.39","7.08","0","273.71","E","F"
"2000","32.71","Castelldefels","197.77","1.5","97.45","0","98.83","0","193.11","D","E"
"1993","41.48","Cerdanyola del Valles","114.86","1.73","118.4","156.13","5.02","0","198.41","E","E"
"1960","47.2","Sabadell","92","1.65","164.37","30.86","0","0","224.33","E","E"
"1968","35.89","Mataró","50.89","1.39","111.59","23.5","54.91","0","191.19","E","E"
"2004","34.8","Cornellá de Llobregat","143","2","117.41","135.28","2.16","0","165.2","D","E"
"1965","77.96","MONTGAT","116.14","0.9","211.48","192.47","36.14","0","383.61","G","G"
"1965","45.48","Sabadell","148","1.24","150.45","0","0","0","216.51","E","E"
"1983","64.35","Olesa de Montserrat","73","0.82","230.61","132.84","91.47","0","340.32","F","G"
"1987","42.82","Sant Pere de Ribes","97.2","1.45","142.97","101.1","48.78","0","222.71","E","E"
"1984","43.01","Sant Fost de Campsentelles","149.85","1.23","149.84","0","2.91","0","204.47","E","E"
"1981","41.91","ARGENTONA","219.78","2.68","98.06","163.59","0","0","198.74","E","E"
"1998","32.62","AVINYÓ","90","1.87","95.9","126.43","0","0","154.96","D","E"
"2004","78.51","Cervelló","135.49","0.86","182.76","0","0","252.44","297.62","G","F"
"1990","41.05","Santa Coloma de Gramanet","107.97","1.4","127.92","0","94.55","0","232.21","E","E"
"1989","34.91","Viladecans","144.53","1.99","113.45","88.94","37.75","0","179.6","E","E"
"1976","76.55","Cabrera d'Anoia","76.52","0.86","233.01","0","229.55","0","451.93","G","G"
"1936","62.27","Mollet del Vallés","47.95","1.31","143.2","244.12","0","0","294.94","E","F"
"1924","43.26","Rubí","71.9","1.67","150.03","0","39.11","0","219.68","E","E"
"1995","37.57","Cerdanyola del Valles","88.98","2.16","109.88","144.57","0.73","0","178.28","E","E"
"1970","73.11","Montornes del Valles","32.1","0.63","260.15","0","63.51","0","373.28","F","G"
"1962","57.23","Cabrils","75","0.8","178.66","224.43","0","0","271.03","E","E"
"1978","44.96","Gavá","140.31","1.55","161.94","0","23.47","0","222.82","E","E"
"2009","88.24","VALLIRANA","177","1.11","176.82","0","26.72","251.41","355.76","G","G"
"1976","48.19","Premia de Mar","200","0.97","162.96","187.29","0","0","228.75","E","E"
"1985","85.22","Lliçà d'Amunt","144.48","1.13","150.92","0","0","271.41","324.78","G","G"
"1985","58.88","PALAU SOLITÀ I PLEGAMANS","115","0.67","214.83","0","17.53","0","286.63","E","F"
"1971","69.08","Sant Llorenç D'hortons","113","0.9","212.4","0","204.98","0","407.79","F","G"
"2004","36.59","SANT VICENÇ DE MONTALT","188.26","1.16","97.53","129.4","0","0","177.46","E","E"
"1972","51.74","Tordera","135.63","1.32","189.6","24.28","0","0","247.04","E","E"
"1984","54.07","Centelles","167","1.54","122.61","213.76","0","0","255.54","E","E"
"1961","139.13","Sant Cugat del Vallés","54.75","0.75","224.29","0","0","445.29","528.78","G","G"
"1998","14.86","Sant Feliú de Llobregat","173","4.17","51.18","51.81","0","0","72.28","C","C"
"1992","53.32","El Masnou","114.86","1.77","122.32","209.35","0","0","252.46","E","E"
"1967","64.48","Argentona ","115.4","0.78","235.14","24.28","0","0","306.73","F","F"
"1978","60.64","OLOST","78","4.42","132.53","0","38.25","154.13","256.71","E","E"
"2000","145.67","Mediona","78","1.61","242.25","0","0","467.98","552.51","G","G"
"2004","42.24","Sant Fost de Campsentelles","122.9","1.07","137.14","0","4.06","0","201.29","E","E"
"1975","37.7","Montgat","93","1.61","145.03","114.98","24.94","0","188.34","E","E"
"2008","31.08","Castellar del Vallès","233.98","2.57","93.27","102.86","3.94","0","148.49","D","D"
"1989","33.98","Palafolls","113.64","1.23","118.05","0","0","0","161.58","D","E"
"1988","25.46","LLIÇA D'AMUNT","196","2.58","62.01","100.59","0","0","120.34","D","D"
"1911","28.36","Barcelona ","123.3","4.7","100.69","0","44.9","0","152.1","D","D"
"1998","42.28","GELIDA","89","0.8","149.08","26.32","0","0","200.35","E","E"
"1985","52.32","Matadepera","227.6","1.12","123.76","0","0","166.24","199.65","E","E"
"1920","39.46","Terrasa","79.15","1.77","130.54","34.09","0","0","186.35","E","E"
"1977","87.67","Lliçà d'Amunt","93.08","0.79","277.26","339.06","0","0","416.64","G","G"
"2006","16.34","Viladecavalls","148","1.59","59.72","0","17.53","0","85.86","C","C"
"1936","91.04","Mura","103.51","0.77","215.93","0","0","288.77","347.73","G","G"
"2004","64.31","Cabrils","133.92","1","156.66","0","20.1","183.22","259.29","F","E"
"2007","13.98","Igualada","405","1.16","131.95","0","42.24","0","82.54","C","C"
"1994","44.63","Cardedeu","220.15","1.24","132.45","171.35","0","0","212.44","E","E"
"1967","39.18","TONA","71.65","3.28","112.33","155.37","0","0","185.05","D","D"
"1988","59.47","Palau-Solita de Plegamans","104.56","1.37","154.28","212.84","15.66","0","287.72","E","F"
"1900","59.33","El Masnou","44","1.16","200.9","0","56.75","0","303.26","E","F"
"1930","71.46","MOLINS DE REI","85.8","0.89","264.07","0","122.06","0","386.01","F","G"
"1964","27.61","L´Hospitalet de Llobregat","65.45","4.04","92.92","0","38.57","0","146.48","D","D"
"2005","39.29","CALDES DE MONTBUI","342","6.05","93.35","0","0","124.47","150.15","E","D"
"1950","125.21","Santa Maria de Besora","56.7","0.77","228.69","0","0","402.62","474.69","G","F"
"1991","75.1","CASTELLBISBAL","82.87","0.81","188.52","0","0","238.74","286.52","F","F"
"1975","33.8","Teià","157.66","1.15","151.22","32.71","0","0","159.24","D","E"
"1998","42.89","CABRERA DE MAR","256.28","0.82","162.18","0","24.37","0","212.28","E","E"
"1961","79.8","ALELLA","49.23","0.69","284.87","33.33","0","0","380.11","G","G"
"2002","86.81","Sant Boi de Llobregat","209.69","1.21","169.3","0","0","270.91","334.47","G","G"
"1975","52.9","MASQUEFA","47.43","0.39","252.38","24.28","0","0","239.11","E","E"
"1966","84.32","Premià de Dalt","356","1.01","193.13","331.36","0","0","399.12","G","G"
"1955","26.01","Vilanova i la Geltrú","160","2.28","85.56","0","0","0","124.05","D","D"
"1980","147.74","Les Franqueses del Vallès","80","0.84","310.3","0","36.93","429.78","589.82","G","G"
"1976","53.77","CANOVES I SAMALUS","120.98","0.86","196.82","0","19.04","0","263.57","E","E"
"1973","72.99","Begues","175.75","0.75","223.95","0","204.46","0","424.66","F","G"
"1955","109.47","Terrasa","80","0.86","213.58","434.11","0","0","517.02","G","G"
"1989","51.22","Mataró","240","2.01","116.22","199.68","2.71","0","242.92","E","E"
"2002","35.97","Tordera","105.68","1.06","128.8","30.86","85.18","0","203.18","E","E"
